Configuracion,Cruza,Mutacion,Tasa_mutacion,Tam_poblacion,Ejecución No.,Elitismo,Mejor_Fitness,Diversidad_Final
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,14,True,67172.96048361057,0.020263157894736844
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,15,True,66633.43611347987,0.03157894736842106
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,16,True,66633.43611347987,0.02105263157894737
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,17,True,66633.43611347987,0.02526315789473685
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,18,True,66633.43611347987,0.03236842105263159
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,19,True,66633.43611347987,0.027368421052631584
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,20,True,66633.43611347987,0.031315789473684214
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,21,True,67172.96048361057,0.015000000000000005
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,22,True,66633.43611347987,0.018421052631578953
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,23,True,67172.96048361057,0.033684210526315796
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,24,True,70377.30015361255,0.024736842105263165
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,25,True,66633.43611347987,0.015263157894736845
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,26,True,66633.43611347987,0.028157894736842114
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,27,True,66633.43611347987,0.018947368421052636
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,28,True,66633.43611347987,0.031052631578947373
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.1,200,29,True,66633.43611347987,0.02157894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,0,True,70377.30015361255,0.04236842105263159
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,1,True,73957.29920104567,0.04157894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,2,True,66633.43611347987,0.05473684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,3,True,67552.68156416502,0.0555263157894737
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,4,True,70377.30015361255,0.07657894736842107
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,5,True,67552.68156416502,0.06657894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,6,True,70377.30015361255,0.08894736842105264
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,7,True,66633.43611347987,0.04394736842105264
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,8,True,66633.43611347987,0.04631578947368421
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,9,True,66633.43611347987,0.06000000000000002
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,10,True,67552.68156416502,0.0468421052631579
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,11,True,66633.43611347987,0.06342105263157896
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,12,True,67552.68156416502,0.04973684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,13,True,67552.68156416502,0.028421052631578955
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,14,True,66633.43611347987,0.04
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,15,True,71423.56634827447,0.07657894736842107
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,16,True,67172.96048361057,0.0486842105263158
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,17,True,67552.68156416502,0.05657894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,18,True,69205.33319689169,0.03605263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,19,True,70377.30015361255,0.05210526315789475
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,20,True,67552.68156416502,0.06684210526315791
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,21,True,71790.61503755504,0.04157894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,22,True,66633.43611347987,0.08578947368421055
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,23,True,66633.43611347987,0.06131578947368422
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,24,True,66633.43611347987,0.06342105263157896
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,25,True,70377.30015361255,0.06263157894736843
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,26,True,66633.43611347987,0.02157894736842105
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,27,True,66633.43611347987,0.058157894736842124
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,28,True,69731.26527375371,0.07631578947368423
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:True,cruce_bordes,mutacion_insercion,0.2,50,29,True,66633.43611347987,0.062368421052631594
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,0,True,67552.68156416502,0.029736842105263162
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,1,True,66633.43611347987,0.05026315789473685
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,2,True,66633.43611347987,0.03973684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,3,True,69731.26527375371,0.0455263157894737
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,4,True,66633.43611347987,0.04105263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,5,True,67552.68156416502,0.058947368421052644
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,6,True,66633.43611347987,0.04263157894736844
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,7,True,66633.43611347987,0.04710526315789474
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,8,True,66633.43611347987,0.06263157894736843
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,9,True,66633.43611347987,0.0936842105263158
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,10,True,66633.43611347987,0.08000000000000002
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,11,True,66633.43611347987,0.036578947368421065
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,12,True,66633.43611347987,0.054473684210526334
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,13,True,70377.30015361255,0.05447368421052633
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,14,True,67172.96048361057,0.058157894736842124
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,15,True,66633.43611347987,0.06921052631578949
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,16,True,66633.43611347987,0.06631578947368422
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,17,True,66633.43611347987,0.04526315789473685
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,18,True,66633.43611347987,0.0386842105263158
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,19,True,66633.43611347987,0.08394736842105263
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,20,True,66633.43611347987,0.06315789473684212
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,21,True,75860.9725582764,0.027105263157894743
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,22,True,66633.43611347987,0.022894736842105266
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,23,True,66633.43611347987,0.058947368421052644
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,24,True,67172.96048361057,0.05315789473684211
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,25,True,66633.43611347987,0.026052631578947376
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,26,True,66633.43611347987,0.04657894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,27,True,74957.88214773731,0.057368421052631596
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,28,True,66633.43611347987,0.04605263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:True,cruce_bordes,mutacion_insercion,0.2,100,29,True,73957.29920104567,0.061842105263157914
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,0,True,66633.43611347987,0.047631578947368435
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,1,True,66633.43611347987,0.06263157894736843
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,2,True,66633.43611347987,0.04157894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,3,True,66633.43611347987,0.05657894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,4,True,66633.43611347987,0.05578947368421053
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,5,True,67172.96048361057,0.07157894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,6,True,66633.43611347987,0.06342105263157896
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,7,True,67172.96048361057,0.06921052631578949
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,8,True,66633.43611347987,0.057368421052631596
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,9,True,66633.43611347987,0.06342105263157896
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,10,True,66633.43611347987,0.052105263157894745
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,11,True,66633.43611347987,0.05263157894736843
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,12,True,66633.43611347987,0.06315789473684212
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,13,True,66633.43611347987,0.05605263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,14,True,70377.30015361255,0.04447368421052632
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,15,True,66633.43611347987,0.05026315789473685
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,16,True,66633.43611347987,0.04657894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,17,True,66633.43611347987,0.05657894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,18,True,66633.43611347987,0.07315789473684212
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,19,True,66633.43611347987,0.09736842105263159
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,20,True,67172.96048361057,0.06605263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,21,True,66633.43611347987,0.049473684210526316
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,22,True,66633.43611347987,0.05973684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,23,True,66633.43611347987,0.048684210526315795
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,24,True,66633.43611347987,0.05578947368421053
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,25,True,67172.96048361057,0.05578947368421054
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,26,True,66633.43611347987,0.05631578947368422
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,27,True,66633.43611347987,0.04631578947368423
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,28,True,66633.43611347987,0.06315789473684212
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:True,cruce_bordes,mutacion_insercion,0.2,200,29,True,66633.43611347987,0.03868421052631579
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,0,False,73128.47565415647,0.019736842105263164
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,1,False,74107.70826795604,0.05105263157894737
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,2,False,72925.00958747821,0.007894736842105265
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,3,False,72694.39338401357,0.0
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,4,False,68190.96593005606,0.10315789473684213
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,5,False,79950.3753738069,0.002105263157894737
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,6,False,68128.36055566472,0.024210526315789477
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,7,False,78844.36700276531,0.009473684210526318
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,8,False,73607.12961350963,0.007105263157894739
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,9,False,76645.43472074738,0.007105263157894739
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,10,False,72187.78291758592,0.015000000000000005
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,11,False,71538.57385919667,0.017368421052631585
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,12,False,68662.91454447359,0.009473684210526318
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,13,False,76861.53437005385,0.013421052631578952
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,14,False,69139.00261223293,0.022631578947368426
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,15,False,67172.96048361057,0.02052631578947369
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,16,False,76478.68115777608,0.003157894736842106
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,17,False,68521.1267966756,0.024210526315789477
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,18,False,71413.9791613572,0.017368421052631585
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,19,False,73752.97285806666,0.008947368421052633
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,20,False,66836.85134468594,0.03052631578947369
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,21,False,67625.70113654509,0.006315789473684212
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,22,False,70703.35475822864,0.02894736842105264
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,23,False,73299.90301943812,0.011842105263157899
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,24,False,68732.35882514817,0.0405263157894737
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,25,False,67994.38540365749,0.015526315789473688
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,26,False,75375.96165864024,0.03078947368421053
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,27,False,67870.00149444981,0.03157894736842106
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,28,False,71232.22511226288,0.010263157894736846
cruce_bordes | mutacion_insercion | mut:0.05 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.05,50,29,False,69205.33319689169,0.003947368421052633
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,0,False,67819.39600483929,0.01815789473684211
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,1,False,67108.77160171073,0.007105263157894739
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,2,False,80037.85316122542,0.015000000000000005
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,3,False,66633.43611347987,0.012631578947368424
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,4,False,66877.7388634958,0.016578947368421058
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,5,False,66836.85134468594,0.016315789473684214
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,6,False,66633.43611347987,0.023684210526315797
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,7,False,66633.43611347987,0.016578947368421058
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,8,False,67108.77160171073,0.026578947368421056
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,9,False,66633.43611347987,0.008947368421052633
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,10,False,67172.96048361057,0.012368421052631582
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,11,False,72015.19105793716,0.003157894736842106
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,12,False,67552.68156416502,0.0073684210526315805
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,13,False,71855.92933813794,0.012105263157894739
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,14,False,66633.43611347987,0.009473684210526318
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,15,False,66633.43611347987,0.017368421052631585
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,16,False,66836.85134468594,0.04657894736842105
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,17,False,67172.96048361057,0.010526315789473686
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,18,False,66633.43611347987,0.01105263157894737
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,19,False,67172.96048361057,0.0
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,20,False,66633.43611347987,0.018947368421052636
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,21,False,67172.96048361057,0.01710526315789474
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,22,False,71369.56517667777,0.023684210526315797
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,23,False,66877.7388634958,0.016578947368421058
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,24,False,66836.85134468594,0.006315789473684212
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,25,False,76336.30804650726,0.018947368421052636
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,26,False,66633.43611347987,0.01078947368421053
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,27,False,71381.55094407804,0.013157894736842108
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,28,False,70377.30015361255,0.015000000000000005
cruce_bordes | mutacion_insercion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.05,100,29,False,69603.94369405654,0.025000000000000005
cruce_bordes | mutacion_insercion | mut:0.05 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.05,200,0,False,66633.43611347987,0.016842105263157898
cruce_bordes | mutacion_insercion | mut:0.05 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.05,200,1,False,66633.43611347987,0.021842105263157902
cruce_bordes | mutacion_insercion | mut:0.05 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.05,200,2,False,66633.43611347987,0.006315789473684212
cruce_bordes | mutacion_insercion | mut:0.05 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.05,200,3,False,67552.68156416502,0.009473684210526318
cruce_bordes | mutacion_insercion | mut:0.05 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.05,200,4,False,66633.43611347987,0.014210526315789476
cruce_bordes | mutacion_insercion | mut:0.05 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.05,200,5,False,66633.43611347987,0.02026315789473685
cruce_bordes | mutacion_insercion | mut:0.05 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.05,200,6,False,66633.43611347987,0.022105263157894742
cruce_bordes | mutacion_insercion | mut:0.05 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.05,200,7,False,66633.43611347987,0.010263157894736846
