Configuracion,Cruza,Mutacion,Tasa_mutacion,Tam_poblacion,Ejecución No.,Elitismo,Mejor_Fitness,Diversidad_Final
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,16,False,67172.96048361057,0.05078947368421053
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,17,False,71411.4340147803,0.04026315789473685
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,18,False,72373.81596714327,0.025526315789473685
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,19,False,78454.71920682181,0.02157894736842105
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,20,False,79013.43892913873,0.04710526315789474
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,21,False,71232.68363753229,0.0586842105263158
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,22,False,77328.57306957248,0.037894736842105266
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,23,False,70419.1689917151,0.04552631578947368
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,24,False,66836.85134468594,0.031315789473684214
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,25,False,72432.8243283566,0.046052631578947366
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,26,False,73686.09556822132,0.007894736842105263
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,27,False,66836.85134468594,0.031578947368421054
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,28,False,70936.68388745279,0.04763157894736843
cruce_bordes | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_desordenada,0.05,100,29,False,71140.09911865887,0.004210526315789474
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,0,True,66633.43611347987,0.011578947368421053
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,1,True,67625.70113654509,0.007368421052631579
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,2,True,67829.11636775116,0.003157894736842105
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,3,True,67552.68156416502,0.015526315789473681
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,4,True,67552.68156416502,0.011578947368421053
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,5,True,67829.11636775116,0.004210526315789474
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,6,True,71369.56517667777,0.014210526315789474
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,7,True,66633.43611347987,0.016842105263157894
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,8,True,70691.08924873988,0.0036842105263157894
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,9,True,66633.43611347987,0.011052631578947368
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,10,True,66836.85134468594,0.005263157894736842
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,11,True,66633.43611347987,0.00631578947368421
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,12,True,66633.43611347987,0.014210526315789474
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,13,True,69139.00261223293,0.010526315789473684
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,14,True,67552.68156416502,0.012105263157894737
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,15,True,67172.96048361057,0.007368421052631579
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,16,True,66633.43611347987,0.0036842105263157894
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,17,True,66633.43611347987,0.006842105263157894
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,18,True,70151.53207959078,0.011052631578947368
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,19,True,69139.00261223293,0.011052631578947368
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,20,True,71440.55930529138,0.007368421052631579
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,21,True,67625.70113654509,0.011578947368421052
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,22,True,70377.30015361255,0.01631578947368421
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,23,True,71978.57039765861,0.025789473684210522
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,24,True,69667.02198735753,0.008421052631578947
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,25,True,66836.85134468594,0.011842105263157893
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,26,True,66836.85134468594,0.011052631578947368
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,27,True,69139.00261223293,0.005789473684210527
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,28,True,66633.43611347987,0.008947368421052631
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:True,cruce_bordes,mutacion_inversion,0.05,100,29,True,71369.56517667777,0.004736842105263157
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,0,False,66836.85134468594,0.003157894736842105
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,1,False,67108.77160171073,0.018157894736842106
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,2,False,70215.753760509,0.011578947368421052
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,3,False,68101.03662477595,0.012105263157894735
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,4,False,67552.68156416502,0.009473684210526315
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,5,False,67829.11636775116,0.012105263157894737
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,6,False,67829.11636775116,0.008947368421052631
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,7,False,67159.37709132125,0.01
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,8,False,66836.85134468594,0.006842105263157894
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,9,False,67829.11636775116,0.004210526315789474
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,10,False,66877.7388634958,0.005263157894736842
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,11,False,69948.1168483847,0.007894736842105263
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,12,False,66633.43611347987,0.015789473684210523
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,13,False,67625.70113654509,0.008421052631578947
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,14,False,70487.6412185154,0.011578947368421053
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,15,False,66633.43611347987,0.017368421052631578
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,16,False,68165.2255066758,0.01
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,17,False,70010.25146433199,0.016052631578947367
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,18,False,67172.96048361057,0.003157894736842105
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,19,False,67108.77160171073,0.015263157894736841
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,20,False,67172.96048361057,0.011578947368421052
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,21,False,69139.00261223293,0.013684210526315788
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,22,False,67172.96048361057,0.005789473684210527
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,23,False,66836.85134468594,0.009999999999999998
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,24,False,70215.753760509,0.012105263157894737
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,25,False,66836.85134468594,0.005263157894736842
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,26,False,67625.70113654509,0.007368421052631579
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,27,False,68101.03662477595,0.009210526315789473
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,28,False,66633.43611347987,0.015526315789473683
cruce_bordes | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_bordes,mutacion_inversion,0.05,100,29,False,66633.43611347987,0.013157894736842105
