Configuracion,Cruza,Mutacion,Tasa_mutacion,Tam_poblacion,Elitismo,Mejor_Fitness,Diversidad_Final
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.1,100,True,128652.04869485971,0.13131578947368422
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.1,100,True,120865.65812923037,0.18684210526315786
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.1,100,True,118665.82635934254,0.14105263157894737
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.1,100,True,102868.00462182848,0.15947368421052632
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.1,100,True,127829.07760125687,0.12368421052631579
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.1,100,True,118468.78384095327,0.14552631578947367
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,119453.33354894434,0.1794736842105263
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,127166.10052735363,0.11105263157894736
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,106941.2661039504,0.14184210526315788
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,122883.10906903434,0.12210526315789474
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,125445.3383979237,0.14973684210526314
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,124630.69986520418,0.165
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,126671.50511659398,0.11394736842105263
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,125126.00094708698,0.1405263157894737
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,125489.28851070286,0.14105263157894737
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,127900.301133362,0.1318421052631579
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,116344.25148154084,0.14815789473684213
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,118898.39234947559,0.15342105263157899
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,113400.67111477599,0.15526315789473683
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,124585.58938779267,0.09421052631578948
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,124663.8601509784,0.15657894736842107
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,103219.81553720144,0.19578947368421054
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,112494.29219963019,0.15842105263157893
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,118204.33934199343,0.1463157894736842
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,123444.576615276,0.09921052631578949
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,124721.71748903405,0.11789473684210526
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,117719.97964783398,0.13105263157894737
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,119930.89446083341,0.10447368421052632
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,120678.40633483266,0.11657894736842106
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,123950.10829990721,0.1744736842105263
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,120408.25594330633,0.16736842105263158
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,126263.54509494509,0.1618421052631579
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,122558.17774636642,0.13236842105263158
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,126080.99629872796,0.16894736842105262
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,110901.26586344535,0.1573684210526316
cruce_pmx | mutacion_desordenada | mut:0.1 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.1,200,True,119434.70160054328,0.1507894736842105
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,126418.53488042839,0.17578947368421052
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,127784.7343166521,0.1865789473684211
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,125920.12827530142,0.2715789473684211
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,119477.8395388969,0.15210526315789472
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,132897.56401892877,0.20894736842105263
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,126733.08374499576,0.13026315789473686
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,130376.01922037765,0.17973684210526314
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,126248.10514540102,0.24973684210526315
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,122554.00383512574,0.1681578947368421
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,132889.87946514896,0.16342105263157894
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,120439.42953631918,0.18184210526315794
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,129323.97824639916,0.22921052631578948
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,116542.0600131511,0.25263157894736843
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,129712.8794711775,0.20131578947368423
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,120059.81495348245,0.13578947368421052
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,121209.8505869224,0.3289473684210526
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,126526.91114597794,0.18447368421052635
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,131337.46664761836,0.14578947368421052
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,126021.33268262216,0.1894736842105263
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,137217.68165838387,0.16842105263157894
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,133317.07819354514,0.15789473684210528
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,134001.95664143394,0.19394736842105267
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,113640.49788293375,0.23315789473684212
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,133848.71783744183,0.17289473684210527
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,125263.39912026646,0.16210526315789475
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,128558.73815998308,0.14315789473684212
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,123541.04244098783,0.1581578947368421
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,110954.4622714555,0.22236842105263158
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,123393.85061533659,0.18394736842105266
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:50 | elit:True,cruce_pmx,mutacion_desordenada,0.2,50,True,126065.01942052381,0.18342105263157898
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,122885.57581628062,0.18894736842105267
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,121265.79715920749,0.155
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,116881.39065468237,0.21605263157894736
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,122079.19459032155,0.19131578947368422
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,119229.69490857726,0.21921052631578944
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,120041.93211279479,0.1931578947368421
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,123234.20993623014,0.19263157894736843
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,123288.31607873536,0.16842105263157897
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,124115.57687103753,0.2797368421052632
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,125073.66287716677,0.14894736842105263
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,129925.24291898253,0.18421052631578952
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,125360.08312506518,0.1523684210526316
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,123201.263352575,0.21473684210526314
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,125483.54554913871,0.1610526315789474
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,123161.17454675099,0.20368421052631583
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,124646.17263819292,0.1994736842105263
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,119165.45699078833,0.20236842105263161
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,115359.12777273351,0.19184210526315787
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,113533.42012317159,0.2005263157894737
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,128634.22892346978,0.205
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,127777.49827992027,0.18842105263157896
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,110468.15424345543,0.17026315789473684
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,112319.06618402962,0.19763157894736844
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,128767.93135700954,0.18815789473684214
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,117585.90619196945,0.18789473684210528
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,117542.16048927902,0.17684210526315788
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,131589.34727635857,0.28710526315789475
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,124151.1905804964,0.16921052631578948
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,127524.93384216653,0.25368421052631585
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:100 | elit:True,cruce_pmx,mutacion_desordenada,0.2,100,True,127266.7142508452,0.17394736842105263
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,116387.0040005997,0.18263157894736842
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,120649.79246979655,0.22210526315789472
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,122635.57944919313,0.19289473684210529
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,117700.98822557394,0.20315789473684212
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,115020.29035690977,0.17473684210526316
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,125056.79538569038,0.20842105263157898
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,119218.81643221459,0.2055263157894737
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,116043.01824645123,0.1894736842105263
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,119565.01923235222,0.1805263157894737
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,124343.7792851095,0.2023684210526316
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,107671.0250204832,0.23868421052631583
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,125973.82258160769,0.17315789473684212
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,126318.92525784092,0.2413157894736842
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,124927.4743265927,0.21973684210526317
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,119415.05156378892,0.1955263157894737
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,117416.22202856804,0.23815789473684212
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,120416.63296393289,0.21078947368421053
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,114583.42430230284,0.2010526315789474
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,115965.2701680557,0.23789473684210527
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,114191.97409820587,0.23026315789473684
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,118028.32774176427,0.2563157894736842
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,113294.05573217092,0.17763157894736842
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,113021.62705050119,0.21157894736842106
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,116814.92419668609,0.19105263157894736
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,122619.07766798291,0.2623684210526316
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,125077.79553799829,0.20526315789473684
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,122053.64392498424,0.2239473684210526
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,116257.59804025492,0.2018421052631579
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,117515.56240471236,0.19
cruce_pmx | mutacion_desordenada | mut:0.2 | pob:200 | elit:True,cruce_pmx,mutacion_desordenada,0.2,200,True,115334.64053891409,0.2318421052631579
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,207630.00137244747,0.004210526315789474
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,182088.24197477254,0.04105263157894736
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,149661.2621762335,0.03394736842105263
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,209640.5847005182,0.01894736842105263
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,165576.30743229465,0.10921052631578948
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,154303.19167192804,0.053947368421052626
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,191047.4450889525,0.011842105263157899
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,198449.07869884325,0.02052631578947368
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,175559.5695355203,0.08289473684210527
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,191335.661567233,0.04105263157894736
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,202199.338996621,0.017368421052631578
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,181085.10642593802,0.01973684210526316
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,203413.78482095647,0.0036842105263157894
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,208340.0156125594,0.03605263157894737
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,216083.89721867425,0.0023684210526315795
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,173922.96185827523,0.05973684210526316
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,186104.43190289458,0.011052631578947371
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,214403.0236823492,0.0
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,175525.764039295,0.010526315789473684
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,196767.11159048337,0.007894736842105265
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,175731.58835241752,0.02842105263157895
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,191571.75809314614,0.01947368421052632
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,199989.2937199531,0.04368421052631579
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,205395.1105452708,0.007105263157894739
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,176880.6993275437,0.04105263157894736
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,191285.92705426714,0.018421052631578946
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,183135.67847249925,0.026052631578947372
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,194835.6294465852,0.015000000000000005
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,192908.81018725186,0.012894736842105263
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:50 | elit:False,cruce_pmx,mutacion_desordenada,0.05,50,False,200768.86804138968,0.015000000000000005
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,180270.20514087714,0.03026315789473684
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,165827.66265780205,0.019473684210526317
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,165235.15603660702,0.07394736842105264
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,183582.08792894965,0.026315789473684213
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,168239.277262149,0.01842105263157895
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,169145.31043198518,0.051578947368421064
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,172334.2982318259,0.031052631578947373
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,176602.75849819917,0.028157894736842107
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,184421.36508937107,0.02789473684210526
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,199938.71858311494,0.01263157894736842
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,170299.0504506675,0.028421052631578948
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,218752.45879587956,0.011578947368421053
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,191954.636469842,0.014210526315789474
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,185593.96326357132,0.01368421052631579
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,171157.02045380155,0.03947368421052632
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,173288.44608959652,0.022894736842105266
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,206712.67666189844,0.004736842105263157
cruce_pmx | mutacion_desordenada | mut:0.05 | pob:100 | elit:False,cruce_pmx,mutacion_desordenada,0.05,100,False,158134.2685980755,0.05868421052631579
