Configuracion,Cruza,Mutacion,Tasa_mutacion,Tam_poblacion,Elitismo,Mejor_Fitness,Ejecución No.,Diversidad_Final
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,204496.9014835639,16,0.03763157894736842
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,189035.41234855645,17,0.02973684210526316
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,223967.83271005956,18,0.0
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,192239.90202445458,19,0.019736842105263153
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,199173.5875571318,20,0.023684210526315787
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,198705.70762995555,21,0.023157894736842106
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,195225.77655949074,22,0.02
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,194749.09854326517,23,0.013157894736842105
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,214954.27890862752,24,0.016842105263157894
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,219456.38315024445,25,0.008421052631578947
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,211661.67838044607,26,0.002105263157894737
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,188000.33772295038,27,0.06657894736842104
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,191700.62776923354,28,0.013421052631578946
cruce_ciclos | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_intercambio,0.05,100,False,218440.99773164064,29,0.011578947368421053
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,132241.6488804769,0,0.804736842105263
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,132853.4868644355,1,0.8418421052631578
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,130991.59161564737,2,0.7947368421052632
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,125778.87700750763,3,0.83
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,119503.36537892676,4,0.8402631578947368
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,120982.38953640629,5,0.8168421052631579
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,123072.44680550988,6,0.8418421052631578
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,129103.68373306052,7,0.11
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,118798.08226994073,8,0.7855263157894737
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,127066.24304232761,9,0.7905263157894737
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,130555.2303758265,10,0.8381578947368422
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,124390.53561288021,11,0.7368421052631579
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,130890.60351810265,12,0.8218421052631578
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,131902.10337222798,13,0.7818421052631579
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,119600.87942050518,14,0.8292105263157893
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,121365.70748973,15,0.8328947368421052
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,115458.4293133037,16,0.14947368421052631
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,131259.706961817,17,0.854736842105263
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,129742.51993935768,18,0.8113157894736842
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,128467.67031514204,19,0.8052631578947369
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,124007.37258282563,20,0.8118421052631578
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,118683.50255574507,21,0.7960526315789472
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,122690.51654459084,22,0.7894736842105263
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,127947.90199116658,23,0.7789473684210526
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,127241.84693482378,24,0.7894736842105263
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,119272.42059873372,25,0.8226315789473685
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,132427.78360075149,26,0.8155263157894737
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,126963.49003514461,27,0.8339473684210525
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,128994.36297370389,28,0.8152631578947368
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:True,cruce_orden,mutacion_intercambio,0.05,100,True,117215.86343834602,29,0.8344736842105263
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,153125.95998269174,0,0.7918421052631578
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,168713.59664179184,1,0.7805263157894737
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,151270.46499387,2,0.806578947368421
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,152454.83154989418,3,0.8223684210526315
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,155140.06313055597,4,0.8273684210526316
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,158942.54935917648,5,0.7889473684210526
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,146877.34210019236,6,0.7968421052631579
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,162136.10110020646,7,0.7963157894736841
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,154994.29708237978,8,0.8021052631578947
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,152482.84882721296,9,0.7686842105263159
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,148149.08571420753,10,0.8486842105263159
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,155192.7268947512,11,0.8044736842105263
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,161103.29008879518,12,0.7876315789473683
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,148813.84015665576,13,0.7810526315789474
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,158231.13946888573,14,0.8197368421052631
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,158501.36573739696,15,0.7673684210526317
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,158749.79319730404,16,0.8171052631578948
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,161881.94214953083,17,0.7842105263157895
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,166761.14797522724,18,0.8071052631578948
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,155330.11278753038,19,0.7886842105263159
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,157146.0047626776,20,0.7955263157894737
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,152159.81465820756,21,0.775
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,156110.4453966825,22,0.8294736842105263
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,163288.1467017622,23,0.7792105263157895
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,165391.32241566977,24,0.7394736842105263
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,159828.43233023383,25,0.7815789473684212
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,147874.9367422647,26,0.8063157894736842
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,157666.62480336466,27,0.7821052631578946
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,160398.54639205275,28,0.76
cruce_orden | mutacion_intercambio | mut:0.05 | pob:100 | elit:False,cruce_orden,mutacion_intercambio,0.05,100,False,151084.43496442522,29,0.7905263157894737
