Configuracion,Cruza,Mutacion,Penalizacion,Elitismo,Ejecucion_No,Mejor_Fitness,Diversidad_Final,Peso_Final,Valor_Final
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,44,391.2,0.0032933333333333304,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,45,394.2,0.004276666666666663,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,46,391.2,0.0032866666666666626,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,47,393.2,0.002956666666666664,63,427
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,48,390.2,0.0023099999999999987,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,49,392.8,0.0029566666666666634,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,50,390.8,0.005563333333333331,66,442
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,51,391.2,0.003299999999999998,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,52,390.2,0.004929999999999995,62,419
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,53,392.0,0.002633333333333332,65,437
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,54,393.8,0.0029699999999999987,64,433
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,55,392.8,0.010846666666666668,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,56,391.2,0.0026266666666666643,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,57,392.8,0.011063333333333338,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,58,384.8,0.004256666666666663,64,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,59,390.2,0.0026399999999999983,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,60,390.2,0.0029699999999999982,62,419
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,61,394.2,0.003609999999999996,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,62,392.8,0.005819999999999992,64,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,63,393.8,0.0023099999999999987,64,433
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,64,391.2,0.002639999999999998,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,65,393.2,0.004586666666666662,63,427
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,66,394.2,0.002633333333333331,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,67,394.2,0.0023033333333333313,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,68,391.8,0.0035899999999999977,64,431
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,69,394.2,0.0026333333333333304,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,70,386.2,0.002963333333333331,63,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,71,394.2,0.0036233333333333304,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,72,391.2,0.002963333333333331,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,73,394.2,0.0046133333333333295,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,74,391.2,0.0036233333333333304,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,75,387.0,0.0029699999999999987,65,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,76,391.2,0.00296333333333333,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,77,394.2,0.0029633333333333317,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,78,390.2,0.0036166666666666626,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,79,394.2,0.005239999999999994,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,80,388.2,0.005226666666666662,63,422
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,81,392.8,0.004903333333333328,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,82,394.2,0.0036100000000000004,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,83,394.2,0.0036166666666666626,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,84,393.2,0.005259999999999995,62,422
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,85,391.2,0.002956666666666664,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,86,393.2,0.004269999999999996,63,427
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,87,393.2,0.0032933333333333313,63,427
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,88,393.2,0.003293333333333331,63,427
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,89,391.2,0.00428333333333333,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,90,394.2,0.0023099999999999987,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,91,393.2,0.0029499999999999986,63,427
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,92,392.0,0.0032933333333333313,65,437
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,93,390.2,0.0036166666666666634,62,419
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,94,394.2,0.003953333333333331,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,95,393.8,0.0026333333333333304,64,433
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,96,392.8,0.005896666666666666,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,97,392.0,0.002639999999999998,65,437
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,98,391.2,0.003953333333333331,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,99,394.2,0.003609999999999996,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,True,100,394.2,0.0032999999999999982,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,1,394.2,0.002296666666666664,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,2,391.2,0.003293333333333331,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,3,387.0,0.004263333333333328,65,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,4,394.2,0.0036166666666666634,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,5,394.2,0.0029299999999999964,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,6,394.2,0.002633333333333331,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,7,390.2,0.0029633333333333304,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,8,390.2,0.004276666666666664,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,9,390.2,0.0029699999999999987,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,10,394.2,0.0032733333333333343,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,11,390.2,0.004599999999999995,62,419
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,12,394.2,0.001973333333333332,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,13,393.2,0.004586666666666662,62,422
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,14,391.2,0.005906666666666663,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,15,390.2,0.003286666666666664,62,419
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,16,392.8,0.005823333333333336,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,17,392.8,0.008866666666666669,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,18,394.2,0.0036099999999999965,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,19,393.2,0.0036233333333333304,62,422
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,20,390.2,0.00461333333333333,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,21,391.2,0.0036166666666666647,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,22,392.8,0.003939999999999996,64,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,23,393.8,0.003946666666666663,64,433
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,24,390.2,0.0023033333333333304,62,419
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,25,391.2,0.004276666666666662,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,26,393.2,0.0036233333333333313,63,427
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,27,391.2,0.0058866666666666624,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,28,390.8,0.0026333333333333304,64,430
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,29,384.0,0.004276666666666664,65,429
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,30,391.2,0.0036166666666666634,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,31,391.2,0.0026399999999999983,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,32,385.8,0.0036099999999999973,66,437
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,33,391.2,0.0019733333333333317,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,34,387.0,0.0006599999999999997,65,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,35,390.2,0.003609999999999997,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,36,394.2,0.0036233333333333304,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,37,392.0,0.001649999999999999,65,437
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,38,390.0,0.0016499999999999996,65,435
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,39,389.8,0.002963333333333331,64,429
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,40,387.0,0.003946666666666663,65,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,41,390.2,0.0039399999999999965,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,42,393.8,0.004586666666666663,64,433
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,43,390.2,0.0036299999999999982,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,44,392.8,0.0026399999999999983,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,45,391.2,0.003286666666666664,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,46,394.2,0.003946666666666664,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,47,391.2,0.0013199999999999993,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,48,393.8,0.0032866666666666626,64,433
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,49,394.2,0.00395333333333333,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,50,390.2,0.0036099999999999978,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,51,392.8,0.004803333333333336,64,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,52,394.2,0.0036233333333333313,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,53,394.2,0.002956666666666664,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,54,390.2,0.00395333333333333,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,55,390.2,0.0023033333333333313,62,419
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,56,391.2,0.00623666666666666,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,57,394.2,0.0023033333333333317,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,58,392.8,0.006969999999999996,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,59,392.8,0.010953333333333332,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,60,394.2,0.005246666666666664,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,61,391.2,0.0036299999999999982,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,62,389.8,0.0013133333333333324,64,429
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,63,390.2,0.0009899999999999993,62,419
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,64,391.2,0.0032866666666666626,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,65,391.2,0.0039266666666666625,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,66,394.2,0.003926666666666666,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,67,390.2,0.004923333333333327,62,419
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,68,385.8,0.002633333333333331,66,437
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,69,392.0,0.002633333333333331,65,437
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,70,391.2,0.0023033333333333313,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,71,392.8,0.009219999999999999,64,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,72,393.2,0.003939999999999998,62,422
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,73,394.2,0.004929999999999996,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,74,394.2,0.003939999999999996,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,75,392.8,0.010099999999999994,66,444
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,76,391.2,0.0019666666666666647,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,77,390.2,0.0032933333333333304,63,424
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,78,391.2,0.001636666666666665,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,79,394.2,0.0032933333333333304,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,80,391.2,0.0032999999999999982,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,81,391.2,0.00492333333333333,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,82,394.2,0.002963333333333331,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,83,393.8,0.0026399999999999996,64,433
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,84,391.2,0.0023033333333333313,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,85,387.0,0.0036233333333333313,65,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,86,386.2,0.002309999999999999,63,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,87,394.2,0.0026399999999999983,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,88,391.2,0.004599999999999995,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,89,394.2,0.003286666666666664,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,90,391.2,0.003926666666666663,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,91,392.8,0.003953333333333331,64,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,92,392.0,0.001979999999999999,65,437
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,93,391.2,0.002303333333333331,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,94,387.0,0.003946666666666663,65,432
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,95,394.2,0.003609999999999998,62,423
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,96,391.2,0.0016499999999999993,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,97,391.2,0.002956666666666664,63,425
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,98,391.2,0.0023033333333333304,62,420
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,99,393.2,0.003286666666666664,63,427
cruce_un_punto | mutacion_un_gen | fitness_cuadratico | Elitismo:False,cruce_un_punto,mutacion_un_gen,fitness_cuadratico,False,100,391.2,0.001319999999999999,63,425
cruce_un_punto | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_exponencial,True,1,350.96571206507264,0.001649999999999999,56,355
cruce_un_punto | mutacion_un_gen | fitness_exponencial | Elitismo:True,cruce_un_punto,mutacion_un_gen,fitness_exponencial,True,2,359.96571206507264,0.0013199999999999991,56,364
