Configuracion,Cruza,Mutacion,Penalizacion,Elitismo,Ejecucion_No,Mejor_Fitness,Diversidad_Final,Peso_Final,Valor_Final
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,True,91,394.2,0.20779000000000003,62,423
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,True,92,394.2,0.20519,62,423
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,True,93,394.2,0.1903733333333334,62,423
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,True,94,392.8,0.20803999999999997,64,432
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,True,95,392.8,0.2134099999999999,61,417
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,True,96,392.0,0.2093866666666667,65,437
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,True,97,392.2,0.1944533333333333,63,426
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,True,98,393.0,0.20478333333333334,65,438
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,True,99,393.2,0.20950666666666667,63,427
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,True,100,391.2,0.20849666666666666,62,420
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,1,370.8,0.20332000000000008,61,401
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,2,374.0,0.21015666666666666,62,412
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,3,377.8,0.20164999999999997,64,419
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,4,374.2,0.21420000000000006,64,415
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,5,381.0,0.21252,56,383
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,6,375.2,0.21060666666666664,62,412
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,7,384.0,0.2108,61,396
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,8,370.0,0.2070666666666666,70,449
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,9,383.2,0.20926666666666663,68,447
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,10,380.8,0.20779999999999996,66,429
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,11,372.2,0.21561666666666668,67,421
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,12,372.2,0.20833666666666675,66,423
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,13,366.8,0.21431999999999998,69,449
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,14,373.8,0.21447999999999995,62,397
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,15,368.2,0.21447000000000002,60,392
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,16,373.8,0.20735666666666663,62,404
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,17,392.2,0.20289666666666673,67,435
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,18,376.8,0.21531333333333336,63,409
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,19,376.0,0.21492333333333324,60,391
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,20,372.0,0.20926666666666663,65,408
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,21,380.2,0.21030666666666675,63,406
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,22,368.0,0.21542333333333333,63,403
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,23,382.8,0.21079666666666663,61,403
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,24,377.0,0.20670333333333332,62,405
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,25,372.2,0.21973999999999996,64,414
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,26,374.2,0.2064766666666667,65,414
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,27,365.0,0.21210333333333334,60,397
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,28,368.8,0.21302666666666661,58,386
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,29,379.2,0.21317999999999993,68,436
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,30,373.2,0.21146,66,419
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,31,382.2,0.21052,65,419
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,32,375.8,0.2063466666666667,62,403
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,33,375.2,0.20437333333333332,64,415
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,34,377.0,0.21430666666666667,63,415
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,35,373.8,0.21832999999999997,65,420
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,36,382.8,0.21262999999999999,66,426
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,37,380.8,0.20093333333333338,68,444
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,38,365.2,0.20907000000000003,63,407
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,39,370.0,0.20797333333333337,62,402
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,40,375.8,0.2129833333333333,65,424
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,41,376.8,0.2070266666666667,62,404
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,42,381.8,0.2019,70,462
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,43,384.8,0.2104133333333334,62,399
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,44,379.0,0.20981666666666673,61,407
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,45,368.2,0.21013333333333334,56,379
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,46,377.2,0.1981533333333334,65,426
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,47,374.2,0.20441666666666672,68,440
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,48,372.8,0.21524666666666667,63,400
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,49,368.8,0.21668666666666672,67,426
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,50,375.2,0.20997666666666664,66,430
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,51,366.0,0.21220999999999998,66,424
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,52,378.2,0.20840666666666677,63,412
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,53,374.8,0.20160333333333336,67,438
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,54,369.8,0.20407333333333338,64,418
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,55,360.2,0.21562666666666663,67,418
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,56,370.8,0.20180999999999996,63,403
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,57,370.8,0.21585999999999997,64,412
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,58,378.8,0.19853333333333334,63,412
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,59,377.8,0.2100633333333334,65,419
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,60,372.2,0.2069966666666667,65,423
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,61,378.8,0.21349666666666675,58,384
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,62,370.0,0.21216999999999997,69,444
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,63,370.2,0.20593666666666668,61,402
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,64,374.2,0.21190333333333333,61,401
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,65,366.0,0.2090233333333333,62,402
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,66,369.8,0.21866333333333332,60,409
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,67,365.2,0.21406333333333333,70,458
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,68,385.2,0.20864,67,440
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,69,369.2,0.2163999999999999,63,397
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,70,370.2,0.2131833333333333,61,385
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,71,371.2,0.2145766666666666,65,420
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,72,366.8,0.21646333333333337,65,412
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,73,375.2,0.21848,61,391
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,74,378.2,0.21340000000000003,68,434
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,75,373.2,0.2098666666666667,62,408
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,76,365.8,0.21376333333333336,61,389
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,77,369.2,0.2083133333333333,64,410
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,78,372.0,0.20977333333333326,62,394
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,79,364.2,0.21519333333333332,62,398
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,80,381.8,0.21070333333333338,60,402
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,81,375.8,0.21625666666666662,65,416
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,82,383.8,0.20283333333333334,66,427
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,83,372.8,0.21480000000000002,67,436
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,84,372.8,0.2093866666666666,62,404
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,85,376.8,0.21111000000000002,69,438
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,86,375.2,0.22490999999999994,57,372
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,87,381.2,0.20637333333333327,64,407
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,88,371.2,0.21341333333333337,63,415
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,89,381.8,0.20223,64,430
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,90,378.0,0.20800000000000005,63,410
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,91,383.8,0.21384333333333333,65,413
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,92,373.8,0.2091766666666667,63,404
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,93,372.8,0.21533999999999998,69,434
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,94,378.8,0.20748,60,388
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,95,382.2,0.19888333333333333,65,433
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,96,373.2,0.21105,67,436
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,97,378.2,0.2108133333333333,66,430
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,98,372.2,0.21250666666666662,61,397
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,99,378.2,0.20999666666666664,62,405
cruce_dos_puntos | mutacion_independiente | fitness_cuadratico | Elitismo:False,cruce_dos_puntos,mutacion_independiente,fitness_cuadratico,False,100,370.8,0.22182999999999994,64,419
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,1,378.0336684157154,0.21363666666666664,57,389
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,2,373.51586840897426,0.21857666666666672,55,375
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,3,371.0336684157154,0.21648666666666666,57,382
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,4,370.0336684157154,0.21363666666666678,57,381
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,5,369.0336684157154,0.21400000000000002,57,380
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,6,368.96571206507264,0.21605666666666667,56,373
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,7,366.96571206507264,0.20578333333333335,56,371
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,8,374.0336684157154,0.21494666666666667,57,385
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,9,366.0336684157154,0.20868000000000006,57,377
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,10,371.96571206507264,0.21201999999999993,56,376
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,11,370.0336684157154,0.21019666666666664,57,381
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,12,378.51586840897426,0.21284000000000003,55,380
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,13,378.0336684157154,0.21607666666666656,57,389
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,14,369.96571206507264,0.21759,56,374
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,15,371.0336684157154,0.21631666666666668,57,382
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,16,368.96571206507264,0.21497666666666673,56,373
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,17,375.51586840897426,0.20768333333333336,55,377
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,18,378.0336684157154,0.21495666666666666,57,389
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,19,374.0336684157154,0.21154333333333328,57,385
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,20,374.96571206507264,0.21930999999999998,56,379
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,21,374.51586840897426,0.21268,55,376
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,22,371.0336684157154,0.21232666666666672,57,382
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,23,376.51586840897426,0.20974000000000007,55,378
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,24,377.96571206507264,0.21584666666666666,56,382
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,25,370.96571206507264,0.21607,56,375
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,26,368.51586840897426,0.21988666666666665,55,370
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,27,372.0336684157154,0.21116,57,383
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,28,375.96571206507264,0.2137333333333333,56,380
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,29,381.0336684157154,0.20992,57,392
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,30,369.0336684157154,0.20632333333333328,57,380
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,31,367.51586840897426,0.2166966666666666,55,369
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,32,382.96571206507264,0.2190133333333334,56,387
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,33,369.96571206507264,0.21194000000000005,56,374
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,34,371.51586840897426,0.2085733333333333,55,373
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,35,373.0336684157154,0.21775333333333327,57,384
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,36,378.0336684157154,0.21555999999999997,57,389
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,37,372.51586840897426,0.21982999999999994,55,374
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,38,379.0336684157154,0.20313999999999993,57,390
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,39,369.45401849966856,0.20758,54,370
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,40,374.51586840897426,0.21580666666666667,55,376
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,41,382.96571206507264,0.21555333333333332,56,387
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,42,371.96571206507264,0.21178000000000002,56,376
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,43,369.96571206507264,0.20806666666666665,56,374
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,44,368.0336684157154,0.21367666666666668,57,379
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,45,376.0336684157154,0.20909333333333333,57,387
cruce_dos_puntos | mutacion_independiente | fitness_exponencial | Elitismo:True,cruce_dos_puntos,mutacion_independiente,fitness_exponencial,True,46,378.96571206507264,0.2102833333333334,56,383
