Configuracion,Cruza,Mutacion,Tasa_mutacion,Tam_poblacion,Elitismo,Mejor_Fitness,Ejecución No.,Diversidad_Final
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,123715.49959476294,16,0.14105263157894737
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,118471.66047732385,17,0.08789473684210526
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,112429.06952634017,18,0.12052631578947368
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,118814.47554699187,19,0.11473684210526315
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,120203.15045721305,20,0.15236842105263157
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,114303.71978574648,21,0.18157894736842103
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,123113.64854354126,22,0.13210526315789473
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,108918.06825560286,23,0.16815789473684212
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,122032.71021782188,24,0.23184210526315788
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,119549.22721944281,25,0.10552631578947368
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,118145.35029630408,26,0.11973684210526316
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,120737.68184189379,27,0.14210526315789473
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,126870.58018156866,28,0.08289473684210526
cruce_ciclos | mutacion_inversion | mut:0.1 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.1,200,True,119600.3471898635,29,0.1294736842105263
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,132692.1545831772,0,0.12921052631578944
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,131882.2197598911,1,0.10921052631578947
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,128064.21228074552,2,0.14421052631578946
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,130915.17301470338,3,0.261578947368421
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,121780.64318126153,4,0.1755263157894737
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,126827.57980893966,5,0.25026315789473685
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,134340.5754857451,6,0.11815789473684209
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,138541.1462418156,7,0.4263157894736842
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,127273.9151113976,8,0.10157894736842105
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,129694.74755436304,9,0.13052631578947366
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,125907.08881803311,10,0.14342105263157895
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,123003.96705774927,11,0.14026315789473684
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,133796.7774488597,12,0.16263157894736843
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,133519.82568963297,13,0.24815789473684208
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,128562.27854195423,14,0.25631578947368416
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,128502.20146427877,15,0.11394736842105263
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,117643.9736855942,16,0.13447368421052633
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,135151.86643610513,17,0.1986842105263158
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,130604.3487779282,18,0.08657894736842105
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,123441.34888605068,19,0.3005263157894737
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,128491.69206714888,20,0.19657894736842108
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,127147.11595022424,21,0.07421052631578946
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,122428.2911219168,22,0.12421052631578945
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,131902.52119058443,23,0.2155263157894737
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,120933.25043102032,24,0.11368421052631578
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,121493.27854512833,25,0.26315789473684215
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,128049.14874300685,26,0.18842105263157896
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,125030.6259923083,27,0.2
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,130620.829879608,28,0.1376315789473684
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:50 | elit:True,cruce_ciclos,mutacion_inversion,0.2,50,True,136292.58396434344,29,0.115
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,124755.70528998476,0,0.09499999999999999
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,129561.17084726032,1,0.15473684210526314
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,118025.88587375089,2,0.20526315789473681
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,129844.91302589372,3,0.16763157894736844
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,129953.58180054116,4,0.17
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,127141.92636724768,5,0.16578947368421051
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,127851.19340471303,6,0.13973684210526316
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,122146.56275212922,7,0.21710526315789472
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,122887.82802154782,8,0.14210526315789473
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,130038.81240246171,9,0.1557894736842105
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,127312.96542281515,10,0.16973684210526316
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,122147.88862690868,11,0.135
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,120088.91055464832,12,0.18
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,127569.35303817906,13,0.18289473684210525
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,105374.15546456861,14,0.19368421052631576
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,128462.68944102558,15,0.16763157894736844
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,129477.5455746955,16,0.135
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,117784.02521681922,17,0.17657894736842103
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,118772.56895255377,18,0.15973684210526315
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,128441.29266359581,19,0.21394736842105264
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,125293.47337834386,20,0.23578947368421055
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,133151.81591780763,21,0.14342105263157895
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,129842.33752508277,22,0.19105263157894736
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,135301.6588566011,23,0.1694736842105263
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,119063.86771485655,24,0.1394736842105263
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,117957.10025593569,25,0.20157894736842105
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,134878.77029075008,26,0.10552631578947366
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,125007.34833296735,27,0.1731578947368421
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,124775.60083779272,28,0.16394736842105265
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:100 | elit:True,cruce_ciclos,mutacion_inversion,0.2,100,True,130777.42473351276,29,0.25263157894736843
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,123824.6021253294,0,0.18973684210526315
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,119532.34142033156,1,0.16236842105263158
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,115350.13364507181,2,0.19289473684210529
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,124772.73737288453,3,0.12
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,127935.00180622871,4,0.17210526315789473
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,118562.09587441958,5,0.20026315789473684
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,118501.3803832061,6,0.17052631578947366
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,129690.97485163668,7,0.19026315789473686
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,121653.86836970369,8,0.0826315789473684
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,125301.7307725345,9,0.15684210526315787
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,118867.02922578581,10,0.19921052631578945
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,117809.37620336386,11,0.15736842105263157
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,121459.04822108046,12,0.235
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,123695.04885770206,13,0.2310526315789474
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,124478.75042982433,14,0.14184210526315788
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,117985.60910471805,15,0.1544736842105263
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,117168.51152526085,16,0.17289473684210527
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,120718.1046434008,17,0.16684210526315787
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,127112.38683654147,18,0.26842105263157895
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,119878.5404863165,19,0.13894736842105262
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,122321.08026894476,20,0.18973684210526315
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,129732.58130855398,21,0.19763157894736844
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,125660.82825897317,22,0.19789473684210526
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,118259.11241233711,23,0.1652631578947368
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,120577.18265730032,24,0.20526315789473684
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,120367.69563456983,25,0.16184210526315787
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,124523.6181461145,26,0.24526315789473685
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,121477.05749805254,27,0.18078947368421056
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,123354.22907421361,28,0.13026315789473683
cruce_ciclos | mutacion_inversion | mut:0.2 | pob:200 | elit:True,cruce_ciclos,mutacion_inversion,0.2,200,True,122453.31068250429,29,0.16026315789473686
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,210099.40651741528,0,0.010789473684210526
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,208137.82384089762,1,0.008947368421052631
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,204713.86822742928,2,0.005789473684210527
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,209393.49768188206,3,0.02157894736842105
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,209600.80252022148,4,0.012105263157894737
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,203845.21418740557,5,0.022894736842105266
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,163231.7871068134,6,0.24736842105263154
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,202043.14190930472,7,0.016315789473684207
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,198955.86611212388,8,0.08789473684210526
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,203555.70766664238,9,0.017894736842105262
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,195792.962660947,10,0.025
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,212207.01157581637,11,0.009473684210526315
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,216867.38077152724,12,0.008421052631578947
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,197238.7990405629,13,0.08394736842105263
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,203618.02446199406,14,0.011052631578947368
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,198235.05659901543,15,0.012105263157894737
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,212082.76637431548,16,0.003157894736842105
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,200726.02094269896,17,0.017631578947368422
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,202952.01508744713,18,0.024736842105263158
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,202579.6569396411,19,0.030526315789473686
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,218565.9796124279,20,0.014736842105263158
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,214801.873594712,21,0.011052631578947368
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,170817.3223329917,22,0.061052631578947365
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,208801.7759598861,23,0.013157894736842105
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,208332.7543120606,24,0.013157894736842106
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,203610.30067897547,25,0.011052631578947368
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,192991.6759722476,26,0.008421052631578947
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,213100.10911167666,27,0.0036842105263157894
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,194748.6645336751,28,0.020526315789473684
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:50 | elit:False,cruce_ciclos,mutacion_inversion,0.05,50,False,203453.54611928595,29,0.010526315789473684
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,188386.38079132003,0,0.016578947368421054
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,212946.040382466,1,0.008421052631578947
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,202522.5809187115,2,0.015263157894736841
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,204246.85287170176,3,0.016315789473684207
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,207076.40511939337,4,0.016842105263157894
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,204376.40719283122,5,0.015789473684210527
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,203763.34112208098,6,0.06921052631578947
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,206889.51803089428,7,0.01
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,207603.94961819946,8,0.015789473684210527
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,208873.02338765952,9,0.02
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,186539.08788339503,10,0.07157894736842105
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,155948.81318184847,11,0.07921052631578947
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,204144.17349815796,12,0.009736842105263157
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,204652.6716566658,13,0.008421052631578947
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,207481.79769136308,14,0.011052631578947368
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,187040.76957300646,15,0.042894736842105256
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,207410.26715951317,16,0.002631578947368421
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,214633.5095911809,17,0.003157894736842105
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,205122.5749941996,18,0.16
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,170421.71731906422,19,0.11473684210526315
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,212767.08727598286,20,0.022105263157894735
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,187826.54196601597,21,0.025789473684210525
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,201453.19242494876,22,0.017894736842105262
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,208178.54261457882,23,0.013157894736842106
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,206490.96659626986,24,0.027631578947368424
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,224752.2786029359,25,0.0036842105263157894
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,221712.01780616117,26,0.007368421052631579
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,197522.3534995458,27,0.013157894736842106
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,196248.72812664608,28,0.016842105263157894
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:100 | elit:False,cruce_ciclos,mutacion_inversion,0.05,100,False,197691.92909563577,29,0.02
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:200 | elit:False,cruce_ciclos,mutacion_inversion,0.05,200,False,203050.7613707316,0,0.0036842105263157894
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:200 | elit:False,cruce_ciclos,mutacion_inversion,0.05,200,False,181237.3278764862,1,0.08552631578947369
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:200 | elit:False,cruce_ciclos,mutacion_inversion,0.05,200,False,206323.002301875,2,0.01
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:200 | elit:False,cruce_ciclos,mutacion_inversion,0.05,200,False,201463.18104643424,3,0.010526315789473684
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:200 | elit:False,cruce_ciclos,mutacion_inversion,0.05,200,False,210325.23728879722,4,0.011578947368421053
cruce_ciclos | mutacion_inversion | mut:0.05 | pob:200 | elit:False,cruce_ciclos,mutacion_inversion,0.05,200,False,160719.3072713042,5,0.14763157894736842
